category,rank,rank_overall,player_id,user_uuid,name,points,points_overall,move,events,gender,window_start,url
Men's,123,185,26582647-4a0f-456e-86d7-98b5087f3875,26582647-4a0f-456e-86d7-98b5087f3875,Amit Krishnan,54,54,88.0,2,male,2025-07-01,https://indianpadeltour.in/players/26582647-4a0f-456e-86d7-98b5087f3875
Men's,123,185,bb9f96a3-0f86-46a8-8484-3d7057fcca01,,Anav Shrish,54,54,0.0,2,male,2025-07-01,https://indianpadeltour.in/players/bb9f96a3-0f86-46a8-8484-3d7057fcca01
Men's,123,185,09ce181d-c08d-4189-ab36-4d4a706f1bcb,09ce181d-c08d-4189-ab36-4d4a706f1bcb,Karan Medappa,54,54,300.0,2,male,2025-07-01,https://indianpadeltour.in/players/09ce181d-c08d-4189-ab36-4d4a706f1bcb
Men's,123,185,d08e2513-3bf5-441c-aace-831129099cc4,d08e2513-3bf5-441c-aace-831129099cc4,Kavin Vendan,54,54,300.0,2,male,2025-07-01,https://indianpadeltour.in/players/d08e2513-3bf5-441c-aace-831129099cc4
Men's,123,185,fde56650-1b21-4853-b436-dd3221ff502d,fde56650-1b21-4853-b436-dd3221ff502d,Shane Biddaiah,54,54,300.0,2,male,2025-07-01,https://indianpadeltour.in/players/fde56650-1b21-4853-b436-dd3221ff502d
Men's,131,191,e4099cdf-1b05-4993-afa7-214dcbc071b1,e4099cdf-1b05-4993-afa7-214dcbc071b1,Tabrez Sopariwala,52,52,-4.0,4,male,2025-07-01,https://indianpadeltour.in/players/e4099cdf-1b05-4993-afa7-214dcbc071b1
Men's,132,192,ab58ef43-8f50-4f4e-a45b-1087ae59ee35,ab58ef43-8f50-4f4e-a45b-1087ae59ee35,Nikhil Bansal,51,51,40.0,3,male,2025-07-01,https://indianpadeltour.in/players/ab58ef43-8f50-4f4e-a45b-1087ae59ee35
Men's,133,184,9809aae4-939b-4443-9dd8-bfe1d06ca943,9809aae4-939b-4443-9dd8-bfe1d06ca943,Qahhar Padamsee,50,56,-5.0,5,male,2025-07-01,https://indianpadeltour.in/players/9809aae4-939b-4443-9dd8-bfe1d06ca943
Men's,133,194,2fc76920-fbc0-4f8b-b8cc-cc92661a5f3e,2fc76920-fbc0-4f8b-b8cc-cc92661a5f3e,Abhi Panchu,50,50,-5.0,1,male,2025-07-01,https://indianpadeltour.in/players/2fc76920-fbc0-4f8b-b8cc-cc92661a5f3e
Men's,133,194,ranked-arjun-melwani,,Arjun Melwani,50,50,-5.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-arjun-melwani
Men's,133,194,ranked-atiff-bham,,Atiff Bham,50,50,-5.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-atiff-bham
Men's,133,194,645bea63-c782-48f3-9687-7887da354b08,,Divanshu Nayyar,50,50,-5.0,1,male,2025-07-01,https://indianpadeltour.in/players/645bea63-c782-48f3-9687-7887da354b08
Men's,133,194,7af61236-508f-4495-a2ee-a840e590d19a,7af61236-508f-4495-a2ee-a840e590d19a,Farhan Patrawala,50,50,-5.0,1,male,2025-07-01,https://indianpadeltour.in/players/7af61236-508f-4495-a2ee-a840e590d19a
Men's,133,194,a0b09769-2ade-400c-ad97-c3f1d6ada866,a0b09769-2ade-400c-ad97-c3f1d6ada866,George Pottamkulam,50,50,99.0,2,male,2025-07-01,https://indianpadeltour.in/players/a0b09769-2ade-400c-ad97-c3f1d6ada866
Men's,133,194,716df803-2711-44e0-99a3-c5d59dfde298,716df803-2711-44e0-99a3-c5d59dfde298,Habib Latif,50,50,-5.0,3,male,2025-07-01,https://indianpadeltour.in/players/716df803-2711-44e0-99a3-c5d59dfde298
Men's,133,194,ranked-ishaan-maitreya,,Ishaan Maitreya,50,50,-5.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-ishaan-maitreya
Men's,133,194,ranked-jeet-desai,,Jeet Desai,50,50,-5.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-jeet-desai
Men's,133,194,0fd115b3-0fce-4f9b-93c9-13e6c268e5cb,,Madhav Bajaj,50,50,-5.0,1,male,2025-07-01,https://indianpadeltour.in/players/0fd115b3-0fce-4f9b-93c9-13e6c268e5cb
Men's,133,194,b1863a39-a660-43dd-8e1c-830d77223fe7,b1863a39-a660-43dd-8e1c-830d77223fe7,Mukund Muthanna,50,50,-5.0,2,male,2025-07-01,https://indianpadeltour.in/players/b1863a39-a660-43dd-8e1c-830d77223fe7
Men's,133,194,523ad7a9-7183-4c35-ab10-58045485d4bb,523ad7a9-7183-4c35-ab10-58045485d4bb,Pratik Bhatia,50,50,-5.0,2,male,2025-07-01,https://indianpadeltour.in/players/523ad7a9-7183-4c35-ab10-58045485d4bb
Men's,133,194,ae03412d-d2a1-4b89-a934-a895d52f8a9d,ae03412d-d2a1-4b89-a934-a895d52f8a9d,Raaghav Sharma Bagga,50,50,,1,male,2025-07-01,https://indianpadeltour.in/players/ae03412d-d2a1-4b89-a934-a895d52f8a9d
Men's,133,194,91d8198e-2679-4c96-9b3e-4da14d39b69e,91d8198e-2679-4c96-9b3e-4da14d39b69e,Yuvraj mehta,50,50,,1,male,2025-07-01,https://indianpadeltour.in/players/91d8198e-2679-4c96-9b3e-4da14d39b69e
Men's,148,213,cebed5c0-9f8f-4458-aaa4-0ee2b6f25f10,cebed5c0-9f8f-4458-aaa4-0ee2b6f25f10,Mehul Bansal,49,49,-8.0,2,male,2025-07-01,https://indianpadeltour.in/players/cebed5c0-9f8f-4458-aaa4-0ee2b6f25f10
Men's,149,159,ranked-arhaan-shah,,Arhaan Shah,48,72,-8.0,4,male,2025-07-01,https://indianpadeltour.in/players/ranked-arhaan-shah
Men's,150,192,042630ef-be7b-401e-9a56-2bdbd27b005b,042630ef-be7b-401e-9a56-2bdbd27b005b,Ronak Talati,45,51,-8.0,4,male,2025-07-01,https://indianpadeltour.in/players/042630ef-be7b-401e-9a56-2bdbd27b005b
Men's,151,214,ranked-kashish-malkani,,Kashish Malkani,44,44,-8.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-kashish-malkani
Men's,152,44,888d1ad6-14e8-4deb-92d1-40d24f2cb4f1,888d1ad6-14e8-4deb-92d1-40d24f2cb4f1,Aakarsh Gulati,42,342,-8.0,5,male,2025-07-01,https://indianpadeltour.in/players/888d1ad6-14e8-4deb-92d1-40d24f2cb4f1
Men's,152,215,ranked-ranbir-singh,,Ranbir Singh,42,42,-8.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-ranbir-singh
Men's,154,194,fb63a62c-b1a0-4af6-b540-9ba4ba276976,fb63a62c-b1a0-4af6-b540-9ba4ba276976,Anirudh Jain,41,50,-8.0,5,male,2025-07-01,https://indianpadeltour.in/players/fb63a62c-b1a0-4af6-b540-9ba4ba276976
Men's,155,163,ranked-aditya-doshi,,Aditya Doshi,40,70,-8.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-aditya-doshi
Men's,155,217,ranked-eran-sai-teja,,Eran Sai Teja,40,40,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-eran-sai-teja
Men's,155,217,ranked-kabbir-sukhwani,,Kabbir Sukhwani,40,40,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-kabbir-sukhwani
Men's,155,217,ranked-mir-mehta,,Mir Mehta,40,40,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-mir-mehta
Men's,155,217,29ce2928-dce1-42de-9eb6-43363196ee5f,,Rajkanwar Bhangoo,40,40,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/29ce2928-dce1-42de-9eb6-43363196ee5f
Men's,155,217,ranked-sahil-sahgal,,Sahil Sahgal,40,40,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-sahil-sahgal
Men's,155,217,ranked-sai-saran,,Sai Saran,40,40,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-sai-saran
Men's,155,217,ranked-sandeep-sanjay-chawla,,Sandeep Sanjay Chawla,40,40,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-sandeep-sanjay-chawla
Men's,155,217,ranked-tanish-bajaj,,Tanish Bajaj,40,40,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-tanish-bajaj
Men's,164,237,c1023ad9-075c-47e5-b684-c5bdb4bbf31a,c1023ad9-075c-47e5-b684-c5bdb4bbf31a,Gandharv Bajaj,39,39,-8.0,2,male,2025-07-01,https://indianpadeltour.in/players/c1023ad9-075c-47e5-b684-c5bdb4bbf31a
Men's,164,237,ddb10849-80d7-4445-a21f-8b51010f3dee,ddb10849-80d7-4445-a21f-8b51010f3dee,Tanveer Singh,39,39,-8.0,2,male,2025-07-01,https://indianpadeltour.in/players/ddb10849-80d7-4445-a21f-8b51010f3dee
Men's,166,151,ranked-avinash-mansukhani,,Avinash Mansukhani,38,88,-8.0,4,male,2025-07-01,https://indianpadeltour.in/players/ranked-avinash-mansukhani
Men's,166,154,6cdc4da7-096f-4c21-a48e-4183e606d2ef,6cdc4da7-096f-4c21-a48e-4183e606d2ef,Samkit Shah,38,78,-8.0,4,male,2025-07-01,https://indianpadeltour.in/players/6cdc4da7-096f-4c21-a48e-4183e606d2ef
Men's,168,240,ranked-akash-mahna,,Akash Mahna,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-akash-mahna
Men's,168,240,ranked-ansh-shah,,Ansh Shah,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-ansh-shah
Men's,168,240,ranked-anuj-rakyan,,Anuj Rakyan,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-anuj-rakyan
Men's,168,240,74a7e384-3f53-44ee-80d0-059e3fa60e1c,74a7e384-3f53-44ee-80d0-059e3fa60e1c,Arjun Raju,36,36,39.0,3,male,2025-07-01,https://indianpadeltour.in/players/74a7e384-3f53-44ee-80d0-059e3fa60e1c
Men's,168,240,ranked-bhishma-desai,,Bhishma Desai,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-bhishma-desai
Men's,168,240,ranked-karan-goenka,,Karan Goenka,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-karan-goenka
Men's,168,240,229df8e2-1349-4ee0-a15a-e46df0dc770f,,Lakshay Bharti,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/229df8e2-1349-4ee0-a15a-e46df0dc770f
Men's,168,240,ranked-nasir-masood,,Nasir Masood,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-nasir-masood
Men's,168,240,3e4cd9d1-4aaf-4f21-b6ff-75e43cbac6e4,3e4cd9d1-4aaf-4f21-b6ff-75e43cbac6e4,Pratham Jain,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/3e4cd9d1-4aaf-4f21-b6ff-75e43cbac6e4
Men's,168,240,ranked-sanat-goyal,,Sanat Goyal,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-sanat-goyal
Men's,168,240,a791964a-f0c5-42b4-8325-828bd695b346,a791964a-f0c5-42b4-8325-828bd695b346,Shikhar Kumar,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/a791964a-f0c5-42b4-8325-828bd695b346
Men's,168,240,ranked-siddhanth-shah,,Siddhanth Shah,36,36,-8.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-siddhanth-shah
Men's,180,253,63668ef8-aaa9-4524-9827-c84f3f2d757e,63668ef8-aaa9-4524-9827-c84f3f2d757e,Priyank Makwana,35,35,-9.0,2,male,2025-07-01,https://indianpadeltour.in/players/63668ef8-aaa9-4524-9827-c84f3f2d757e
Men's,181,254,f455fd74-d0ee-4f00-b838-363eff4730e6,f455fd74-d0ee-4f00-b838-363eff4730e6,Siddhant Gupta,34,34,190.0,3,male,2025-07-01,https://indianpadeltour.in/players/f455fd74-d0ee-4f00-b838-363eff4730e6
Men's,182,255,5e22ce04-3d81-4d0a-ae6b-7fba4bcea448,5e22ce04-3d81-4d0a-ae6b-7fba4bcea448,John Paul,33,33,29.0,2,male,2025-07-01,https://indianpadeltour.in/players/5e22ce04-3d81-4d0a-ae6b-7fba4bcea448
Men's,183,159,ranked-chirag-pangoriya,,Chirag Pangoriya,32,72,-10.0,4,male,2025-07-01,https://indianpadeltour.in/players/ranked-chirag-pangoriya
Men's,183,194,e8bb7691-632b-4e35-afe3-cad46e672610,e8bb7691-632b-4e35-afe3-cad46e672610,Arjun Gupta,32,50,-10.0,4,male,2025-07-01,https://indianpadeltour.in/players/e8bb7691-632b-4e35-afe3-cad46e672610
Men's,183,256,a74d7503-db0f-4bca-a110-dd6096dd51a3,a74d7503-db0f-4bca-a110-dd6096dd51a3,Ankit Bhalwankar,32,32,-10.0,3,male,2025-07-01,https://indianpadeltour.in/players/a74d7503-db0f-4bca-a110-dd6096dd51a3
Men's,183,256,ranked-mohammed-talha-gigani,,Mohammed Talha Gigani,32,32,-10.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-mohammed-talha-gigani
Men's,183,256,ranked-rohan-seolekar,,Rohan Seolekar,32,32,-10.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-rohan-seolekar
Men's,188,260,ranked-aashay-doshi,,Aashay Doshi,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-aashay-doshi
Men's,188,260,ranked-aasim-attarwala,,Aasim Attarwala,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-aasim-attarwala
Men's,188,260,ranked-akhil-agarwal,,Akhil Agarwal,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-akhil-agarwal
Men's,188,260,ranked-angad-dev-singh,,Angad Dev Singh,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-angad-dev-singh
Men's,188,260,a855af93-c390-4b32-9887-e39a874377df,a855af93-c390-4b32-9887-e39a874377df,Arnav Sanjeev,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/a855af93-c390-4b32-9887-e39a874377df
Men's,188,260,ranked-aryan-sanghvi,,Aryan Sanghvi,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-aryan-sanghvi
Men's,188,260,ranked-bhargav-kodali,,Bhargav Kodali,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-bhargav-kodali
Men's,188,260,ranked-gurangad-malik,,Gurangad Malik,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-gurangad-malik
Men's,188,260,ranked-hardik-vardhan,,Hardik Vardhan,30,30,-10.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-hardik-vardhan
Men's,188,260,08c756f4-9b1a-41af-96b5-b7041d812156,,Ikrab Ghai,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/08c756f4-9b1a-41af-96b5-b7041d812156
Men's,188,260,ranked-jaanav-reddy,,Jaanav Reddy,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-jaanav-reddy
Men's,188,260,ranked-jason-varghese,,Jason Varghese,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-jason-varghese
Men's,188,260,7f46ff27-3043-4e9f-bdc5-c97c8b590e83,7f46ff27-3043-4e9f-bdc5-c97c8b590e83,Karan Bansal,30,30,-10.0,2,male,2025-07-01,https://indianpadeltour.in/players/7f46ff27-3043-4e9f-bdc5-c97c8b590e83
Men's,188,260,ranked-karthikeyan-polavarapu,,Karthikeyan Polavarapu,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-karthikeyan-polavarapu
Men's,188,260,ranked-kaustubh-thakur,,Kaustubh Thakur,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-kaustubh-thakur
Men's,188,260,ranked-mangesh-iname,,Mangesh Iname,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-mangesh-iname
Men's,188,260,ranked-mohammed-rushnaiwala,,Mohammed Rushnaiwala,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-mohammed-rushnaiwala
Men's,188,260,ranked-rachit-motani,,Rachit Motani,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-rachit-motani
Men's,188,260,6a3070aa-afd1-4319-9aa8-8376abb53ec0,6a3070aa-afd1-4319-9aa8-8376abb53ec0,Raghav Bansal,30,30,-10.0,2,male,2025-07-01,https://indianpadeltour.in/players/6a3070aa-afd1-4319-9aa8-8376abb53ec0
Men's,188,260,ranked-raj-sheth,,Raj Sheth,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-raj-sheth
Men's,188,260,938c8f3a-d36f-47ea-b7bf-7fcd7aabacdd,938c8f3a-d36f-47ea-b7bf-7fcd7aabacdd,Sahil Kaushal,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/938c8f3a-d36f-47ea-b7bf-7fcd7aabacdd
Men's,188,260,ranked-sanyam-mittal,,Sanyam Mittal,30,30,-10.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-sanyam-mittal
Men's,188,260,ranked-tejas-raju,,Tejas Raju,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-tejas-raju
Men's,188,260,ranked-thejal-kr,,Thejal Kr,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-thejal-kr
Men's,188,260,ranked-vihaan-anand,,Vihaan Anand,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-vihaan-anand
Men's,188,260,01641f10-7928-42b3-ae2d-6c62c67c9b7a,,Viraj Bhargava,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/01641f10-7928-42b3-ae2d-6c62c67c9b7a
Men's,188,260,ranked-viren-thapar,,Viren Thapar,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-viren-thapar
Men's,188,260,ranked-yug-oberoie,,Yug Oberoie,30,30,-10.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-yug-oberoie
Men's,216,296,33e396ff-a084-4b28-b360-ff47e5b98714,33e396ff-a084-4b28-b360-ff47e5b98714,Yashvardhan Sarda,29,29,-10.0,3,male,2025-07-01,https://indianpadeltour.in/players/33e396ff-a084-4b28-b360-ff47e5b98714
Men's,217,298,b1c844a3-4542-40b3-8abc-7bd5de93f10b,b1c844a3-4542-40b3-8abc-7bd5de93f10b,Aadil Abdul Azeez,27,27,48.0,2,male,2025-07-01,https://indianpadeltour.in/players/b1c844a3-4542-40b3-8abc-7bd5de93f10b
Men's,217,298,4abc41a6-8e24-4eaa-a669-eadf2b1b7365,4abc41a6-8e24-4eaa-a669-eadf2b1b7365,Gautam Kaushal,27,27,-10.0,2,male,2025-07-01,https://indianpadeltour.in/players/4abc41a6-8e24-4eaa-a669-eadf2b1b7365
Men's,219,301,8d79c420-b857-43a4-848f-c52aa91153e7,8d79c420-b857-43a4-848f-c52aa91153e7,Rajveer Patel,26,26,12.0,4,male,2025-07-01,https://indianpadeltour.in/players/8d79c420-b857-43a4-848f-c52aa91153e7
Men's,220,303,501de0a7-5fb6-460c-9209-2cb9e1c6ab7d,501de0a7-5fb6-460c-9209-2cb9e1c6ab7d,Aman Makan,25,25,,1,male,2025-07-01,https://indianpadeltour.in/players/501de0a7-5fb6-460c-9209-2cb9e1c6ab7d
Men's,220,303,25302fe3-7403-440f-bd2a-3d5be3a3f0a1,25302fe3-7403-440f-bd2a-3d5be3a3f0a1,Chirag Gaikwad,25,25,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/25302fe3-7403-440f-bd2a-3d5be3a3f0a1
Men's,220,303,7c42f3a3-ec0a-44a1-8fa3-3cd5b58569c0,7c42f3a3-ec0a-44a1-8fa3-3cd5b58569c0,Harman Singh Tur,25,25,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/7c42f3a3-ec0a-44a1-8fa3-3cd5b58569c0
Men's,223,306,ranked-aalap-sharma,,Aalap Sharma,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-aalap-sharma
Men's,223,306,ranked-aarush-sharma,,Aarush Sharma,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-aarush-sharma
Men's,223,306,ranked-alexander-markos,,Alexander Markos,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-alexander-markos
Men's,223,306,ranked-ali-uvais,,Ali Uvais,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-ali-uvais
Men's,223,306,ranked-arjun-krisson,,Arjun Krisson,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-arjun-krisson
Men's,223,306,ranked-bhanu-arora,,Bhanu Arora,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-bhanu-arora
Men's,223,306,56d2d7ff-1ad3-488b-9496-772430716c16,56d2d7ff-1ad3-488b-9496-772430716c16,Bhavik Talreja,24,24,-12.0,2,male,2025-07-01,https://indianpadeltour.in/players/56d2d7ff-1ad3-488b-9496-772430716c16
Men's,223,306,ranked-keenan-tham,,Keenan Tham,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-keenan-tham
Men's,223,306,ranked-mankaran-talwar,,Mankaran Talwar,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-mankaran-talwar
Men's,223,306,ranked-neil-walter,,Neil Walter,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-neil-walter
Men's,223,306,ranked-rohan-mammen,,Rohan Mammen,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-rohan-mammen
Men's,223,306,b5542378-9f9f-457b-a71a-d59aef310080,b5542378-9f9f-457b-a71a-d59aef310080,Rohan Maniar,24,24,-12.0,2,male,2025-07-01,https://indianpadeltour.in/players/b5542378-9f9f-457b-a71a-d59aef310080
Men's,223,306,e3869e84-3ac2-4379-98af-296be1b0d317,e3869e84-3ac2-4379-98af-296be1b0d317,Ronak Daftary,24,24,-12.0,3,male,2025-07-01,https://indianpadeltour.in/players/e3869e84-3ac2-4379-98af-296be1b0d317
Men's,223,306,360581d4-b031-4e4f-b758-6ec519464571,,Sachit Nayyar,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/360581d4-b031-4e4f-b758-6ec519464571
Men's,223,306,4f02042c-7cbe-4536-8a96-d529346d901c,,Sahil Parikh,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/4f02042c-7cbe-4536-8a96-d529346d901c
Men's,223,306,ranked-satyavrat-rana,,Satyavrat Rana,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-satyavrat-rana
Men's,223,306,ranked-sid-k,,Sid K,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-sid-k
Men's,223,306,ranked-spiro-grana,,Spiro Grana,24,24,-12.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-spiro-grana
Men's,241,326,68516614-5b90-40ce-b11e-09ad9353da5a,68516614-5b90-40ce-b11e-09ad9353da5a,Mithun Prabhu,23,23,24.0,2,male,2025-07-01,https://indianpadeltour.in/players/68516614-5b90-40ce-b11e-09ad9353da5a
Men's,242,327,fc6dc5ba-b4e3-4b91-983b-fdfb62b164f5,fc6dc5ba-b4e3-4b91-983b-fdfb62b164f5,Kaiz Jaffer,21,21,106.0,2,male,2025-07-01,https://indianpadeltour.in/players/fc6dc5ba-b4e3-4b91-983b-fdfb62b164f5
Men's,243,194,ranked-aurangzeb-anabagil,,Aurangzeb Anabagil,20,50,-11.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-aurangzeb-anabagil
Men's,243,194,8b01652a-7f96-41a5-9402-e3404a390669,8b01652a-7f96-41a5-9402-e3404a390669,Nikhil Kalro,20,50,-11.0,3,male,2025-07-01,https://indianpadeltour.in/players/8b01652a-7f96-41a5-9402-e3404a390669
Men's,243,217,ranked-anosh-paghdiwalla,,Anosh Paghdiwalla,20,40,-11.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-anosh-paghdiwalla
Men's,243,217,ranked-dev-singh,,Dev Singh,20,40,-11.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-dev-singh
Men's,243,217,ranked-jigar-doshi,,Jigar Doshi,20,40,-11.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-jigar-doshi
Men's,243,217,ranked-pulkit-khurana,,Pulkit Khurana,20,40,-11.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-pulkit-khurana
Men's,243,256,ranked-suhrid-thacker,,Suhrid Thacker,20,32,-11.0,2,male,2025-07-01,https://indianpadeltour.in/players/ranked-suhrid-thacker
Men's,243,328,ranked-abdul-haadi,,Abdul Haadi,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-abdul-haadi
Men's,243,328,ranked-abhijith-s,,Abhijith S,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-abhijith-s
Men's,243,328,ad7a226c-306a-42ae-ad22-7cdd8beb4077,ad7a226c-306a-42ae-ad22-7cdd8beb4077,Ahmed Merchant,20,20,-11.0,2,male,2025-07-01,https://indianpadeltour.in/players/ad7a226c-306a-42ae-ad22-7cdd8beb4077
Men's,243,328,ranked-ashish-kumar,,Ashish Kumar,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-ashish-kumar
Men's,243,328,ranked-inder-prakash-khatri,,Inder Prakash Khatri,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-inder-prakash-khatri
Men's,243,328,33c37317-e796-4dae-9697-19aa9df046bd,33c37317-e796-4dae-9697-19aa9df046bd,Jatin Dhingra,20,20,-11.0,2,male,2025-07-01,https://indianpadeltour.in/players/33c37317-e796-4dae-9697-19aa9df046bd
Men's,243,328,a7782cc0-4fe4-4e19-a563-237bb9090168,,Manjot Singh Ahuja,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/a7782cc0-4fe4-4e19-a563-237bb9090168
Men's,243,328,ranked-medhansh-nagpal,,Medhansh Nagpal,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-medhansh-nagpal
Men's,243,328,5204bb34-67a8-4521-8743-b83d86905309,,Mohammed Atif Hyder,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/5204bb34-67a8-4521-8743-b83d86905309
Men's,243,328,ranked-mudit-sanghavi,,Mudit Sanghavi,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-mudit-sanghavi
Men's,243,328,ranked-nandish-vasa,,Nandish Vasa,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-nandish-vasa
Men's,243,328,870d9d70-99b8-453a-8f6f-5d5fc1279646,,Parimal Barot,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/870d9d70-99b8-453a-8f6f-5d5fc1279646
Men's,243,328,ranked-pratap-pandit,,Pratap Pandit,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-pratap-pandit
Men's,243,328,ranked-praveen-pundareekaksha,,Praveen Pundareekaksha,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-praveen-pundareekaksha
Men's,243,328,fdb26ab4-790d-4401-8a7d-80b071cd0b6b,,Raghav Garg,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/fdb26ab4-790d-4401-8a7d-80b071cd0b6b
Men's,243,328,ranked-rahul-joseph,,Rahul Joseph,20,20,-11.0,1,male,2025-07-01,https://indianpadeltour.in/players/ranked-rahul-joseph
